Time;Type;Volume;Symbol;Price;S/L;T/P;Time;Price;Commission;Swap;Profit;Comment
2026.07.17 09:00:00;Buy Stop;0.01;XAUUSD;4 101.19;3 930.27;4 114.73;2026.07.20 01:05:00;3 996.79;;;;cancelled
2026.07.15 23:15:00;Sell Stop;0.01;XAUUSD;3 945.44;4 067.45;3 916.44;2026.07.17 10:15:00;3 996.43;;;;cancelled
2026.07.16 13:00:00;Buy Stop;0.01;XAUUSD;4 101.20;3 930.67;4 114.71;2026.07.17 09:00:00;3 985.65;;;;cancelled
2026.07.15 12:00:00;Buy Stop;0.01;XAUUSD;4 101.29;4 019.75;4 115.14;2026.07.16 18:00:00;3 998.44;;;;cancelled
2026.07.16 16:02:38;Sell;0.01;XAUUSD;3 984.95;4 005.29;3 863.22;2026.07.16 16:15:00;3 993.13;-0.16;;-8.18;
2026.07.16 16:02:38;Sell;0.01;XAUUSD;3 984.95;3 984.48;3 963.15;2026.07.16 16:07:27;3 985.05;-0.16;;-0.10;[sl]
2026.07.16 16:02:38;Sell;0.01;XAUUSD;3 984.93;3 983.58;3 972.17;2026.07.16 16:05:54;3 983.58;-0.16;;1.35;[sl]
2026.07.16 16:02:38;Sell;0.01;XAUUSD;3 984.94;3 983.69;3 970.91;2026.07.16 16:03:25;3 983.85;-0.16;;1.09;[sl]
2026.07.15 17:00:00;Buy Stop;0.01;XAUUSD;4 101.22;3 932.87;4 114.55;2026.07.16 13:00:00;4 031.76;;;;cancelled
2026.07.15 13:10:00;Buy Stop;0.01;XAUUSD;4 136.34;3 967.99;4 149.67;2026.07.16 09:10:00;4 035.14;;;;cancelled
2026.07.14 23:00:00;Sell Stop;0.01;XAUUSD;3 984.96;4 068.51;3 970.77;2026.07.16 05:00:00;4 039.30;;;;cancelled
2026.07.15 05:00:00;Sell Stop;0.01;XAUUSD;3 985.65;4 154.00;3 972.32;2026.07.16 01:05:00;4 061.16;;;;cancelled
2026.07.14 12:15:00;Sell Stop;0.01;XAUUSD;3 945.52;4 070.52;3 915.81;2026.07.15 23:15:00;4 057.59;;;;cancelled
2026.07.13 09:15:00;Buy Stop;0.01;XAUUSD;4 137.31;4 101.62;4 160.31;2026.07.15 21:15:00;4 067.99;;;;cancelled
2026.07.14 07:15:00;Buy Stop;0.01;XAUUSD;4 136.37;4 052.82;4 150.56;2026.07.15 13:15:00;4 033.59;;;;cancelled
2026.07.14 17:10:00;Buy Stop;0.01;XAUUSD;4 136.30;3 963.82;4 149.96;2026.07.15 13:10:00;4 030.77;;;;cancelled
2026.07.07 13:00:00;Buy Stop;0.01;XAUUSD;4 202.30;4 181.42;4 330.16;2026.07.15 13:00:00;4 030.56;;;;cancelled
2026.07.13 21:10:00;Buy Stop;0.01;XAUUSD;4 136.28;3 962.72;4 150.03;2026.07.14 17:10:00;4 080.29;;;;cancelled
2026.07.13 01:05:01;Sell Stop;0.01;XAUUSD;3 945.54;4 071.33;3 915.64;2026.07.14 12:15:00;4 020.81;;;;cancelled
2026.07.13 01:05:02;Buy Stop;0.01;XAUUSD;4 136.36;4 052.29;4 150.64;2026.07.14 07:15:00;4 015.78;;;;cancelled
2026.07.13 01:05:01;Buy Stop;0.01;XAUUSD;4 136.28;3 962.72;4 150.03;2026.07.13 21:10:00;3 992.16;;;;cancelled
2026.07.13 17:16:45;Sell;0.01;XAUUSD;4 021.58;4 016.42;3 899.43;2026.07.13 18:00:10;4 016.62;-0.16;;4.96;[sl]
2026.07.13 17:16:45;Sell;0.01;XAUUSD;4 021.58;4 021.10;4 001.03;2026.07.13 17:19:04;4 021.48;-0.16;;0.10;[sl]
2026.07.13 17:16:45;Sell;0.01;XAUUSD;4 021.58;4 020.31;4 009.19;2026.07.13 17:17:34;4 008.99;-0.16;;12.59;[tp]
2026.07.13 17:16:45;Sell;0.01;XAUUSD;4 021.58;4 197.78;4 010.47;2026.07.13 17:16:52;4 010.09;-0.16;;11.49;[tp]
2026.07.10 21:00:01;Buy Stop;0.01;XAUUSD;4 137.32;4 102.04;4 160.06;2026.07.13 09:15:00;4 050.97;;;;cancelled
2026.07.08 13:15:00;Sell Stop;0.01;XAUUSD;3 962.12;3 998.17;3 938.89;2026.07.13 01:05:03;4 093.35;;;;cancelled
2026.07.10 17:00:00;Buy Stop;0.01;XAUUSD;4 136.38;4 053.28;4 150.49;2026.07.13 01:05:02;4 093.65;;;;cancelled
2026.07.09 19:00:00;Sell Stop;0.01;XAUUSD;4 024.01;4 059.45;4 001.17;2026.07.13 01:05:02;4 093.79;;;;cancelled
2026.07.09 19:00:00;Buy Stop;0.01;XAUUSD;4 178.60;4 095.11;4 192.78;2026.07.13 01:05:02;4 093.67;;;;cancelled
2026.07.08 17:00:00;Buy Stop;0.01;XAUUSD;4 179.53;4 143.48;4 202.76;2026.07.13 01:05:02;4 094.44;;;;cancelled
2026.07.10 21:00:00;Sell Stop;0.01;XAUUSD;4 023.45;4 106.55;4 009.34;2026.07.13 01:05:01;4 092.98;;;;cancelled
2026.07.10 10:15:00;Sell Stop;0.01;XAUUSD;3 945.50;4 069.84;3 915.94;2026.07.13 01:05:01;4 092.94;;;;cancelled
2026.07.10 10:00:00;Buy Stop;0.01;XAUUSD;4 178.54;4 006.97;4 192.13;2026.07.13 01:05:01;4 091.71;;;;cancelled
2026.07.10 22:00:00;Buy Stop;0.01;XAUUSD;4 136.31;3 964.74;4 149.90;2026.07.13 01:05:00;4 091.84;;;;cancelled
2026.07.10 16:00:00;Sell Stop;0.01;XAUUSD;4 024.19;4 195.76;4 010.60;2026.07.13 01:05:00;4 090.14;;;;cancelled
2026.07.09 15:00:00;Sell Stop;0.01;XAUUSD;4 023.46;4 106.95;4 009.28;2026.07.10 21:00:00;4 100.99;;;;cancelled
2026.07.02 16:30:01;Sell Stop;0.01;XAUUSD;3 944.75;3 964.80;3 821.94;2026.07.10 17:00:00;4 099.94;;;;cancelled
2026.07.02 16:30:01;Buy Stop;0.01;XAUUSD;4 381.25;4 361.20;4 504.06;2026.07.10 17:00:00;4 099.92;;;;cancelled
2026.07.09 20:00:00;Sell Stop;0.01;XAUUSD;4 024.20;4 196.56;4 010.55;2026.07.10 16:00:00;4 101.05;;;;cancelled
2026.07.08 23:15:00;Sell Stop;0.01;XAUUSD;3 945.57;4 072.61;3 915.37;2026.07.10 10:15:00;4 111.72;;;;cancelled
2026.07.09 14:00:00;Buy Stop;0.01;XAUUSD;4 178.53;4 006.17;4 192.18;2026.07.10 10:00:00;4 112.13;;;;cancelled
2026.07.09 09:05:00;Sell Stop;0.01;XAUUSD;3 962.27;4 134.63;3 948.62;2026.07.10 05:05:00;4 118.16;;;;cancelled
2026.07.08 13:00:00;Buy Stop;0.01;XAUUSD;4 178.57;4 093.66;4 192.99;2026.07.09 19:00:00;4 127.12;;;;cancelled
2026.07.07 05:00:00;Buy Stop;0.01;XAUUSD;4 202.38;4 166.25;4 225.66;2026.07.09 17:00:00;4 121.85;;;;cancelled
2026.07.08 18:00:00;Buy Stop;0.01;XAUUSD;4 178.49;4 003.20;4 192.37;2026.07.09 14:00:00;4 099.39;;;;cancelled
2026.07.08 07:15:01;Buy Stop;0.01;XAUUSD;4 201.42;4 116.51;4 215.84;2026.07.09 13:30:00;4 103.97;;;;cancelled
2026.07.08 13:05:00;Sell Stop;0.01;XAUUSD;3 962.32;4 137.61;3 948.44;2026.07.09 09:05:00;4 093.34;;;;cancelled
2026.07.02 16:30:02;Buy Stop;0.01;XAUUSD;4 379.64;4 365.60;4 445.81;2026.07.09 01:05:00;4 074.37;;;;cancelled
2026.07.07 12:15:00;Sell Stop;0.01;XAUUSD;3 945.58;4 072.92;3 915.31;2026.07.08 23:15:00;4 079.14;;;;cancelled
2026.07.08 02:00:00;Buy Stop;0.01;XAUUSD;4 201.34;4 026.05;4 215.22;2026.07.08 22:00:00;4 084.90;;;;cancelled
2026.07.06 01:05:01;Sell Stop;0.01;XAUUSD;3 962.10;3 997.80;3 939.09;2026.07.08 13:15:00;4 044.31;;;;cancelled
2026.07.07 17:05:00;Sell Stop;0.01;XAUUSD;3 962.32;4 138.02;3 948.40;2026.07.08 13:05:00;4 047.33;;;;cancelled
2026.07.07 01:05:01;Buy Stop;0.01;XAUUSD;4 201.41;4 116.30;4 215.86;2026.07.08 07:15:00;4 124.45;;;;cancelled
2026.07.07 06:00:00;Buy Stop;0.01;XAUUSD;4 201.34;4 025.64;4 215.26;2026.07.08 02:00:00;4 098.40;;;;cancelled
2026.07.06 21:05:00;Sell Stop;0.01;XAUUSD;3 962.29;4 135.90;3 948.54;2026.07.07 17:05:00;4 154.73;;;;cancelled
2026.07.06 01:05:01;Sell Stop;0.01;XAUUSD;3 945.54;4 071.36;3 915.63;2026.07.07 12:15:00;4 127.64;;;;cancelled
2026.07.06 01:05:01;Sell Stop;0.01;XAUUSD;3 943.99;4 028.08;3 929.71;2026.07.07 07:15:00;4 136.45;;;;cancelled
2026.07.06 01:05:00;Sell Stop;0.01;XAUUSD;3 962.29;4 135.90;3 948.54;2026.07.06 21:05:00;4 157.61;;;;cancelled
2026.07.02 16:30:02;Sell Stop;0.01;XAUUSD;3 962.04;3 996.74;3 939.68;2026.07.06 01:05:01;4 180.43;;;;cancelled
2026.07.02 16:30:02;Sell Stop;0.01;XAUUSD;3 943.94;4 025.68;3 930.06;2026.07.06 01:05:01;4 180.45;;;;cancelled
2026.07.02 16:30:02;Sell Stop;0.01;XAUUSD;3 888.07;3 908.12;3 805.86;2026.07.06 01:05:01;4 180.45;;;;cancelled
2026.07.03 12:35:00;Sell Stop;0.01;XAUUSD;3 962.24;4 131.89;3 948.80;2026.07.06 01:05:00;4 180.45;;;;cancelled
2026.07.02 16:30:02;Sell Stop;0.01;XAUUSD;3 962.22;4 130.98;3 948.85;2026.07.03 12:35:00;4 170.04;;;;cancelled
2026.07.02 11:00:00;Sell Stop;0.01;XAUUSD;3 962.04;3 996.74;3 939.68;2026.07.02 13:50:01;4 061.98;;;;cancelled
2026.07.01 20:00:01;Sell Stop;0.01;XAUUSD;3 944.48;3 979.24;3 922.08;2026.07.02 13:50:01;4 061.92;;;;cancelled
2026.07.01 20:00:01;Sell Stop;0.01;XAUUSD;3 943.94;4 025.83;3 930.03;2026.07.02 13:50:01;4 061.98;;;;cancelled
2026.07.01 20:00:01;Sell Stop;0.01;XAUUSD;3 944.67;4 113.72;3 931.28;2026.07.02 13:50:01;4 061.88;;;;cancelled
2026.07.02 12:00:00;Sell Stop;0.01;XAUUSD;3 962.22;4 130.98;3 948.85;2026.07.02 13:50:00;4 061.85;;;;cancelled
2026.07.01 20:00:00;Buy Stop;0.01;XAUUSD;4 379.64;4 365.58;4 445.92;2026.07.02 13:50:00;4 062.14;;;;cancelled
2026.07.01 20:00:00;Sell Stop;0.01;XAUUSD;3 888.08;3 908.17;3 805.73;2026.07.02 13:50:00;4 061.83;;;;cancelled
2026.07.01 20:00:00;Buy Stop;0.01;XAUUSD;4 887.58;4 867.49;4 969.93;2026.07.02 13:50:00;4 062.16;;;;cancelled
2026.07.01 20:00:00;Sell Stop;0.01;XAUUSD;3 944.75;3 964.84;3 821.73;2026.07.02 13:50:00;4 061.83;;;;cancelled
2026.07.01 20:00:00;Buy Stop;0.01;XAUUSD;4 381.25;4 361.16;4 504.27;2026.07.02 13:50:00;4 061.97;;;;cancelled
2026.07.01 14:00:00;Sell Stop;0.01;XAUUSD;3 944.75;3 964.84;3 821.73;2026.07.01 19:58:36;4 072.83;;;;cancelled
2026.07.01 06:00:00;Sell Stop;0.01;XAUUSD;3 944.67;4 113.72;3 931.28;2026.07.01 19:58:35;4 072.83;;;;cancelled
2026.07.01 05:00:00;Sell Stop;0.01;XAUUSD;3 944.48;3 979.24;3 922.08;2026.07.01 19:58:35;4 072.47;;;;cancelled
2026.07.01 01:05:00;Sell Stop;0.01;XAUUSD;3 943.94;4 025.83;3 930.03;2026.07.01 19:58:34;4 072.39;;;;cancelled
2026.06.30 05:00:00;Sell Stop;0.01;XAUUSD;3 888.10;3 908.53;3 804.32;2026.07.01 19:58:33;4 072.50;;;;cancelled
2026.06.29 01:05:00;Buy Stop;0.01;XAUUSD;4 381.24;4 361.10;4 504.63;2026.07.01 19:58:33;4 072.72;;;;cancelled
2026.06.22 01:05:01;Buy Stop;0.01;XAUUSD;4 379.51;4 364.78;4 448.97;2026.07.01 19:58:31;4 072.45;;;;cancelled
2026.06.22 01:05:00;Buy Stop;0.01;XAUUSD;4 887.41;4 866.36;4 973.71;2026.07.01 19:58:30;4 072.35;;;;cancelled
2026.07.01 16:44:51;Buy;0.01;XAUUSD;4 098.09;4 103.11;4 220.34;2026.07.01 17:41:23;4 103.13;-0.16;;5.04;[sl]
2026.07.01 16:44:51;Buy;0.01;XAUUSD;4 098.09;4 098.55;4 117.74;2026.07.01 16:46:28;4 098.74;-0.16;;0.65;[sl]
2026.07.01 16:44:49;Buy;0.01;XAUUSD;4 094.75;4 099.51;4 108.46;2026.07.01 16:46:27;4 099.36;-0.16;;4.61;[sl]
2026.07.01 16:44:49;Buy;0.01;XAUUSD;4 094.75;3 925.23;4 107.67;2026.07.01 16:45:46;4 107.88;-0.16;;13.13;[tp]
2026.06.30 16:00:00;Buy Stop;0.01;XAUUSD;4 094.24;3 922.25;4 107.86;2026.07.01 12:00:00;3 974.77;;;;cancelled
2026.06.29 15:00:00;Buy Stop;0.01;XAUUSD;4 094.34;4 012.21;4 108.29;2026.06.30 21:00:00;4 030.92;;;;cancelled
2026.06.29 20:00:00;Buy Stop;0.01;XAUUSD;4 094.27;3 924.72;4 107.70;2026.06.30 16:00:00;4 009.90;;;;cancelled
2026.06.30 04:07:11;Sell;0.01;XAUUSD;3 960.93;4 085.63;3 982.04;2026.06.30 08:19:37;3 982.01;-0.16;;-21.08;[tp]
2026.06.30 04:07:11;Sell;0.01;XAUUSD;3 961.66;3 981.45;3 838.82;2026.06.30 07:29:34;3 981.54;-0.16;;-19.88;[sl]
2026.06.30 04:07:11;Sell;0.01;XAUUSD;3 960.93;3 957.04;3 894.87;2026.06.30 04:08:30;3 956.85;-0.16;;4.08;[sl]
2026.06.30 04:07:11;Sell;0.01;XAUUSD;3 957.47;3 955.43;3 876.58;2026.06.30 04:08:29;3 955.79;-0.16;;1.68;[sl]
2026.06.30 04:07:11;Sell;0.01;XAUUSD;3 960.93;3 953.89;3 938.71;2026.06.30 04:08:28;3 954.17;-0.16;;6.76;[sl]
2026.06.30 04:07:11;Sell;0.01;XAUUSD;3 957.47;4 042.76;3 946.68;2026.06.30 04:07:37;3 946.63;-0.16;;10.84;[tp]
2026.06.30 04:07:11;Sell;0.01;XAUUSD;3 960.93;4 130.91;3 947.93;2026.06.30 04:07:36;3 947.64;-0.16;;13.29;[tp]
2026.06.24 16:00:00;Sell Stop;0.01;XAUUSD;3 888.14;3 909.10;3 802.20;2026.06.30 01:05:00;4 018.63;;;;cancelled
2026.06.29 01:05:01;Sell Stop;0.01;XAUUSD;3 961.36;4 130.91;3 947.93;2026.06.29 21:10:00;4 022.54;;;;cancelled
2026.06.24 13:15:01;Buy Stop;0.01;XAUUSD;4 381.28;4 345.00;4 404.66;2026.06.29 01:05:02;4 076.55;;;;cancelled
2026.06.26 10:15:00;Buy Stop;0.01;XAUUSD;5 591.93;5 469.82;5 620.96;2026.06.29 01:05:01;4 076.21;;;;cancelled
2026.06.25 22:00:00;Sell Stop;0.01;XAUUSD;3 961.22;3 996.81;3 938.29;2026.06.29 01:05:01;4 076.33;;;;cancelled
2026.06.25 18:00:00;Sell Stop;0.01;XAUUSD;3 960.67;4 044.50;3 946.44;2026.06.29 01:05:01;4 075.73;;;;cancelled
2026.06.26 19:00:00;Sell Stop;0.01;XAUUSD;3 961.35;4 129.83;3 948.01;2026.06.29 01:05:00;4 075.63;;;;cancelled
2026.06.19 06:00:00;Buy Stop;0.01;XAUUSD;4 381.19;4 359.91;4 511.52;2026.06.29 01:05:00;4 076.15;;;;cancelled
2026.06.25 23:00:00;Sell Stop;0.01;XAUUSD;3 961.41;4 134.47;3 947.70;2026.06.26 19:00:00;4 090.71;;;;cancelled
2026.06.24 23:15:00;Buy Stop;0.01;XAUUSD;5 591.67;5 463.80;5 622.06;2026.06.26 10:15:00;4 027.60;;;;cancelled
2026.06.18 06:00:00;Buy Stop;0.01;XAUUSD;4 593.81;4 572.15;4 726.47;2026.06.26 06:00:00;3 991.00;;;;cancelled
2026.06.25 09:10:00;Buy Stop;0.01;XAUUSD;4 380.28;4 207.22;4 393.99;2026.06.26 05:10:00;4 016.95;;;;cancelled
2026.06.24 13:15:00;Buy Stop;0.01;XAUUSD;4 380.32;4 294.86;4 394.83;2026.06.25 19:15:00;4 037.55;;;;cancelled
2026.06.24 13:10:00;Buy Stop;0.01;XAUUSD;4 380.24;4 203.81;4 394.21;2026.06.25 09:10:00;3 985.76;;;;cancelled
2026.06.23 12:15:00;Buy Stop;0.01;XAUUSD;5 591.73;5 465.38;5 621.77;2026.06.24 23:15:00;3 995.37;;;;cancelled
2026.06.24 15:25:03;Sell;0.01;XAUUSD;4 023.03;4 005.38;3 897.51;2026.06.24 16:39:43;4 005.28;-0.16;;17.75;[sl]
2026.06.24 15:25:03;Sell;0.01;XAUUSD;4 023.03;4 020.51;3 997.07;2026.06.24 15:56:36;3 996.82;-0.16;;26.21;[tp]
2026.06.24 15:25:03;Sell;0.01;XAUUSD;4 023.03;4 020.93;3 936.97;2026.06.24 15:28:40;4 020.94;-0.16;;2.09;[sl]
2026.06.24 15:25:03;Sell;0.01;XAUUSD;4 023.03;4 020.73;3 955.95;2026.06.24 15:28:40;4 020.69;-0.16;;2.34;[sl]
2026.06.22 01:05:03;Buy Stop;0.01;XAUUSD;4 381.28;4 344.85;4 404.76;2026.06.24 13:15:01;4 060.72;;;;cancelled
2026.06.23 07:15:00;Buy Stop;0.01;XAUUSD;4 380.34;4 295.89;4 394.68;2026.06.24 13:15:00;4 060.87;;;;cancelled
2026.06.23 17:10:00;Buy Stop;0.01;XAUUSD;4 380.26;4 205.92;4 394.07;2026.06.24 13:10:00;4 060.11;;;;cancelled
2026.06.22 21:10:00;Buy Stop;0.01;XAUUSD;4 380.23;4 203.07;4 394.26;2026.06.23 17:10:00;4 141.79;;;;cancelled
2026.06.23 07:59:06;Sell;0.01;XAUUSD;4 123.43;4 118.25;3 995.41;2026.06.23 12:35:05;4 118.28;-0.16;;5.15;[sl]
2026.06.22 01:05:02;Sell Stop;0.01;XAUUSD;4 027.17;4 155.57;3 996.65;2026.06.23 12:15:00;4 111.34;;;;cancelled
2026.06.22 01:05:02;Buy Stop;0.01;XAUUSD;5 591.64;5 463.24;5 622.16;2026.06.23 12:15:00;4 111.42;;;;cancelled
2026.06.23 07:59:06;Sell;0.01;XAUUSD;4 123.42;4 122.94;4 100.57;2026.06.23 09:12:48;4 123.05;-0.16;;0.37;[sl]
2026.06.23 07:59:06;Sell;0.01;XAUUSD;4 123.43;4 122.05;4 110.21;2026.06.23 09:12:47;4 122.37;-0.16;;1.06;[sl]
2026.06.23 07:59:06;Sell;0.01;XAUUSD;4 123.42;4 122.15;4 108.91;2026.06.23 08:01:06;4 122.21;-0.16;;1.21;[sl]
2026.06.22 01:05:02;Buy Stop;0.01;XAUUSD;4 380.31;4 294.50;4 394.88;2026.06.23 07:15:00;4 143.37;;;;cancelled
2026.06.22 01:05:01;Buy Stop;0.01;XAUUSD;4 380.23;4 203.07;4 394.26;2026.06.22 21:10:00;4 184.48;;;;cancelled
2026.06.18 21:00:00;Buy Stop;0.01;XAUUSD;4 381.25;4 343.77;4 405.41;2026.06.22 01:05:03;4 158.30;;;;cancelled
2026.06.17 13:15:00;Sell Stop;0.01;XAUUSD;4 026.20;4 063.49;4 002.17;2026.06.22 01:05:03;4 157.82;;;;cancelled
2026.06.18 17:00:00;Buy Stop;0.01;XAUUSD;4 380.25;4 291.95;4 395.24;2026.06.22 01:05:02;4 158.29;;;;cancelled
2026.06.18 12:15:00;Sell Stop;0.01;XAUUSD;4 027.27;4 159.38;3 995.87;2026.06.22 01:05:02;4 157.86;;;;cancelled
2026.06.19 18:00:00;Buy Stop;0.01;XAUUSD;4 380.21;4 201.12;4 394.40;2026.06.22 01:05:01;4 158.66;;;;cancelled
2026.06.19 10:15:00;Buy Stop;0.01;XAUUSD;5 591.58;5 461.78;5 622.43;2026.06.22 01:05:01;4 158.18;;;;cancelled
2026.06.03 01:05:00;Buy Stop;0.01;XAUUSD;4 591.97;4 576.27;4 665.99;2026.06.22 01:05:01;4 159.50;;;;cancelled
2026.06.12 14:00:00;Sell Stop;0.01;XAUUSD;4 026.34;4 046.69;3 901.69;2026.06.22 01:05:00;4 156.57;;;;cancelled
2026.06.01 01:05:00;Buy Stop;0.01;XAUUSD;4 887.17;4 864.69;4 979.35;2026.06.22 01:05:00;4 159.62;;;;cancelled
2026.06.18 22:00:00;Buy Stop;0.01;XAUUSD;4 380.17;4 197.88;4 394.61;2026.06.19 18:00:00;4 149.42;;;;cancelled
2026.06.17 23:15:00;Buy Stop;0.01;XAUUSD;5 591.50;5 460.07;5 622.74;2026.06.19 10:15:00;4 157.25;;;;cancelled
2026.06.18 09:05:00;Sell Stop;0.01;XAUUSD;4 026.42;4 208.71;4 011.98;2026.06.19 05:05:00;4 185.52;;;;cancelled
2026.06.18 19:35:59;Sell;0.01;XAUUSD;4 220.80;4 219.47;4 205.90;2026.06.18 19:59:31;4 219.56;-0.17;;1.24;[sl]
2026.06.17 13:30:01;Sell Stop;0.01;XAUUSD;4 025.62;4 113.46;4 010.70;2026.06.18 19:45:00;4 221.99;;;;cancelled
2026.06.17 01:05:01;Sell Stop;0.01;XAUUSD;4 027.25;4 158.68;3 996.01;2026.06.18 12:15:00;4 267.76;;;;cancelled
2026.06.17 13:05:00;Sell Stop;0.01;XAUUSD;4 026.40;4 207.74;4 012.04;2026.06.18 09:05:00;4 307.01;;;;cancelled
2026.06.10 06:00:00;Buy Stop;0.01;XAUUSD;4 593.81;4 572.15;4 726.45;2026.06.18 06:00:00;4 311.03;;;;cancelled
2026.06.16 12:15:00;Buy Stop;0.01;XAUUSD;5 591.56;5 461.40;5 622.50;2026.06.17 23:15:00;4 257.78;;;;cancelled
2026.06.17 20:33:34;Buy;0.01;XAUUSD;4 367.55;4 346.63;4 500.15;2026.06.17 21:00:13;4 344.03;-0.17;;-23.52;[sl]
2026.06.17 20:33:35;Buy;0.01;XAUUSD;4 368.48;4 368.98;4 392.08;2026.06.17 21:00:03;4 367.09;-0.17;;-1.39;[sl]
2026.06.17 20:33:33;Buy;0.01;XAUUSD;4 367.52;4 373.07;4 382.19;2026.06.17 20:35:19;4 372.59;-0.17;;5.07;[sl]
2026.06.17 20:33:33;Buy;0.01;XAUUSD;4 367.52;4 185.86;4 381.56;2026.06.17 20:33:58;4 381.62;-0.17;;14.10;[tp]
2026.06.16 14:00:00;Buy Stop;0.01;XAUUSD;4 367.29;4 280.30;4 382.06;2026.06.17 20:00:00;4 359.75;;;;cancelled
2026.06.16 19:00:00;Buy Stop;0.01;XAUUSD;4 367.22;4 187.63;4 381.45;2026.06.17 15:00:00;4 323.91;;;;cancelled
2026.06.16 07:15:01;Sell Stop;0.01;XAUUSD;4 025.61;4 112.60;4 010.84;2026.06.17 13:30:01;4 329.15;;;;cancelled
2026.06.15 01:05:03;Sell Stop;0.01;XAUUSD;4 026.15;4 062.59;4 002.66;2026.06.17 13:15:00;4 330.96;;;;cancelled
2026.06.16 17:05:00;Sell Stop;0.01;XAUUSD;4 026.38;4 205.97;4 012.15;2026.06.17 13:05:00;4 328.76;;;;cancelled
2026.06.10 22:00:00;Sell Stop;0.01;XAUUSD;3 888.19;3 909.85;3 799.40;2026.06.17 01:05:01;4 331.84;;;;cancelled
2026.06.15 21:05:00;Sell Stop;0.01;XAUUSD;4 026.34;4 203.57;4 012.30;2026.06.16 17:05:00;4 338.67;;;;cancelled
2026.06.15 01:05:01;Buy Stop;0.01;XAUUSD;5 591.64;5 463.20;5 622.17;2026.06.16 12:15:00;4 346.41;;;;cancelled
2026.06.15 01:05:02;Sell Stop;0.01;XAUUSD;4 025.58;4 111.43;4 011.00;2026.06.16 07:15:00;4 327.25;;;;cancelled
2026.06.15 01:05:00;Sell Stop;0.01;XAUUSD;4 026.34;4 203.57;4 012.30;2026.06.15 21:05:00;4 320.62;;;;cancelled
2026.06.15 16:32:02;Buy;0.01;XAUUSD;4 362.15;4 362.64;4 385.53;2026.06.15 17:11:04;4 362.09;-0.17;;-0.06;[sl]
2026.06.15 16:31:53;Buy;0.01;XAUUSD;4 361.08;4 362.38;4 375.65;2026.06.15 16:43:04;4 361.99;-0.17;;0.91;[sl]
2026.06.15 16:31:53;Buy;0.01;XAUUSD;4 361.08;4 362.48;4 375.03;2026.06.15 16:43:04;4 361.99;-0.17;;0.91;[sl]
2026.06.12 03:00:00;Sell Stop;0.01;XAUUSD;4 026.07;4 061.29;4 003.37;2026.06.15 01:05:02;4 297.42;;;;cancelled
2026.06.10 17:00:00;Buy Stop;0.01;XAUUSD;4 362.01;4 324.53;4 386.16;2026.06.15 01:05:02;4 298.10;;;;cancelled
2026.06.12 10:15:00;Buy Stop;0.01;XAUUSD;5 591.83;5 467.68;5 621.34;2026.06.15 01:05:01;4 302.26;;;;cancelled
2026.06.11 22:00:00;Sell Stop;0.01;XAUUSD;4 025.60;4 112.25;4 010.89;2026.06.15 01:05:01;4 298.53;;;;cancelled
2026.06.11 19:00:00;Buy Stop;0.01;XAUUSD;4 361.05;4 274.40;4 375.76;2026.06.15 01:05:01;4 298.82;;;;cancelled
2026.06.12 21:00:00;Buy Stop;0.01;XAUUSD;4 244.48;4 161.51;4 258.57;2026.06.15 01:05:00;4 301.94;;;;
2026.06.12 10:00:00;Buy Stop;0.01;XAUUSD;4 361.06;4 189.77;4 374.63;2026.06.15 01:05:00;4 302.08;;;;cancelled
2026.06.12 04:00:00;Sell Stop;0.01;XAUUSD;4 026.26;4 197.55;4 012.69;2026.06.15 01:05:00;4 299.57;;;;cancelled
2026.06.10 23:15:00;Buy Stop;0.01;XAUUSD;5 591.47;5 459.37;5 622.87;2026.06.12 10:15:00;4 178.35;;;;cancelled
2026.06.11 14:00:00;Buy Stop;0.01;XAUUSD;4 360.97;4 182.08;4 375.14;2026.06.12 10:00:00;4 185.26;;;;cancelled
2026.06.10 13:00:00;Buy Stop;0.01;XAUUSD;4 361.01;4 272.72;4 376.00;2026.06.11 19:00:00;4 089.06;;;;cancelled
2026.06.10 18:00:00;Buy Stop;0.01;XAUUSD;4 360.93;4 178.66;4 375.37;2026.06.11 14:00:00;4 089.78;;;;cancelled
2026.06.10 13:10:00;Buy Stop;0.01;XAUUSD;4 513.32;4 331.05;4 527.76;2026.06.11 09:10:00;4 080.87;;;;cancelled
2026.06.10 21:50:39;Sell;0.01;XAUUSD;4 099.78;4 047.63;4 008.78;2026.06.11 01:30:36;4 048.58;-0.16;0.57;51.20;[sl]
2026.06.09 12:15:00;Buy Stop;0.01;XAUUSD;5 591.48;5 459.44;5 622.87;2026.06.10 23:15:00;4 072.23;;;;cancelled
2026.06.10 21:50:07;Sell;0.01;XAUUSD;4 101.61;4 099.01;4 070.23;2026.06.10 23:09:31;4 070.23;-0.16;;31.38;[tp]
2026.06.10 20:44:50;Sell;0.01;XAUUSD;4 101.22;4 098.62;4 070.24;2026.06.10 23:09:31;4 070.23;-0.16;;30.99;[tp]
2026.06.10 20:45:02;Sell;0.01;XAUUSD;4 101.29;4 233.73;4 070.23;2026.06.10 20:46:00;4 104.47;-0.16;;-3.18;
2026.06.08 05:15:00;Buy Stop;0.01;XAUUSD;4 514.37;4 475.64;4 539.33;2026.06.10 17:15:00;4 174.68;;;;cancelled
